Date (Year-Month),Location,Category,Reference_Index,Index(%)
1993-01,"Québec, Quebec",House only,"Index, 201612=100",61.4
1993-01,"Québec, Quebec",Land only,"Index, 201612=100",45.2
1993-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1993-01,"Sherbrooke, Quebec",House only,"Index, 201612=100",
1993-01,"Sherbrooke, Quebec",Land only,"Index, 201612=100",
1993-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1993-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
1993-01,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
1993-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",53.5
1993-01,"Montréal, Quebec",House only,"Index, 201612=100",53.0
1993-01,"Montréal, Quebec",Land only,"Index, 201612=100",55.3
1993-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),"Index, 201612=100",
1993-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
1993-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,"Index, 201612=100",
1993-01,Ontario,Total (house and land),"Index, 201612=100",53.9
1993-01,Ontario,House only,"Index, 201612=100",45.0
1993-01,Ontario,Land only,"Index, 201612=100",78.5
1993-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),"Index, 201612=100",55.0
1993-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",50.8
1993-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,"Index, 201612=100",78.7
1993-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1993-01,"Oshawa, Ontario",House only,"Index, 201612=100",
1993-01,"Oshawa, Ontario",Land only,"Index, 201612=100",
1993-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",51.0
1993-01,"Toronto, Ontario",House only,"Index, 201612=100",40.4
1993-01,"Toronto, Ontario",Land only,"Index, 201612=100",78.1
1993-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",55.6
1993-01,"Hamilton, Ontario",House only,"Index, 201612=100",47.4
1993-01,"Hamilton, Ontario",Land only,"Index, 201612=100",76.8
1993-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",56.2
1993-01,"St. Catharines-Niagara, Ontario",House only,"Index, 201612=100",51.2
1993-01,"St. Catharines-Niagara, Ontario",Land only,"Index, 201612=100",70.9
1993-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",61.3
1993-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",53.4
1993-01,"Kitchener-Cambridge-Waterloo, Ontario",Land only,"Index, 201612=100",85.1
1993-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1993-01,"Guelph, Ontario",House only,"Index, 201612=100",
1993-01,"Guelph, Ontario",Land only,"Index, 201612=100",
1993-01,"London, Ontario",Total (house and land),"Index, 201612=100",62.1
1993-01,"London, Ontario",House only,"Index, 201612=100",55.3
1993-01,"London, Ontario",Land only,"Index, 201612=100",92.7
1993-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",86.3
1993-01,"Windsor, Ontario",House only,"Index, 201612=100",88.2
1993-01,"Windsor, Ontario",Land only,"Index, 201612=100",82.3
1993-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",83.8
1993-01,"Greater Sudbury, Ontario",House only,"Index, 201612=100",84.1
1993-01,"Greater Sudbury, Ontario",Land only,"Index, 201612=100",80.9
1993-01,Prairie Region,Total (house and land),"Index, 201612=100",37.1
1993-01,Prairie Region,House only,"Index, 201612=100",37.2
1993-01,Prairie Region,Land only,"Index, 201612=100",37.7
1993-01,Manitoba,Total (house and land),"Index, 201612=100",39.2
1993-01,Manitoba,House only,"Index, 201612=100",41.5
1993-01,Manitoba,Land only,"Index, 201612=100",33.3
1993-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",39.2
1993-01,"Winnipeg, Manitoba",House only,"Index, 201612=100",41.5
1993-01,"Winnipeg, Manitoba",Land only,"Index, 201612=100",33.3
1993-01,Saskatchewan,Total (house and land),"Index, 201612=100",34.8
1993-01,Saskatchewan,House only,"Index, 201612=100",34.8
1993-01,Saskatchewan,Land only,"Index, 201612=100",34.9
1993-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",29.2
1993-01,"Regina, Saskatchewan",House only,"Index, 201612=100",28.8
1993-01,"Regina, Saskatchewan",Land only,"Index, 201612=100",30.9
1993-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",40.0
1993-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",41.1
1993-01,"Saskatoon, Saskatchewan",Land only,"Index, 201612=100",37.5
1993-01,Alberta,Total (house and land),"Index, 201612=100",37.2
1993-01,Alberta,House only,"Index, 201612=100",37.1
1993-01,Alberta,Land only,"Index, 201612=100",38.3
1993-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",32.7
1993-01,"Calgary, Alberta",House only,"Index, 201612=100",32.2
1993-01,"Calgary, Alberta",Land only,"Index, 201612=100",34.6
1993-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",45.4
1993-01,"Edmonton, Alberta",House only,"Index, 201612=100",45.9
1993-01,"Edmonton, Alberta",Land only,"Index, 201612=100",45.2
1993-01,British Columbia,Total (house and land),"Index, 201612=100",92.7
1993-01,British Columbia,House only,"Index, 201612=100",99.9
1993-01,British Columbia,Land only,"Index, 201612=100",85.4
1993-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1993-01,"Kelowna, British Columbia",House only,"Index, 201612=100",
1993-01,"Kelowna, British Columbia",Land only,"Index, 201612=100",
1993-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",90.3
1993-01,"Vancouver, British Columbia",House only,"Index, 201612=100",95.0
1993-01,"Vancouver, British Columbia",Land only,"Index, 201612=100",88.5
1993-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",118.3
1993-01,"Victoria, British Columbia",House only,"Index, 201612=100",162.2
1993-01,"Victoria, British Columbia",Land only,"Index, 201612=100",67.9
1993-02,Canada,Total (house and land),"Index, 201612=100",56.4
1993-02,Canada,House only,"Index, 201612=100",52.0
1993-02,Canada,Land only,"Index, 201612=100",66.6
1993-02,Atlantic Region,Total (house and land),"Index, 201612=100",59.8
1993-02,Atlantic Region,House only,"Index, 201612=100",60.9
1993-02,Atlantic Region,Land only,"Index, 201612=100",55.5
1993-02,Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.8
1993-02,Newfoundland and Labrador,House only,"Index, 201612=100",51.2
1993-02,Newfoundland and Labrador,Land only,"Index, 201612=100",45.9
1993-02,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",49.8
1993-02,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.2
1993-02,"St. John's, Newfoundland and Labrador",Land only,"Index, 201612=100",45.9
1993-02,Prince Edward Island,Total (house and land),"Index, 201612=100",
1993-02,Prince Edward Island,House only,"Index, 201612=100",
1993-02,Prince Edward Island,Land only,"Index, 201612=100",
1993-02,"Charlottetown, Prince Edward Island",Total (house and land),"Index, 201612=100",
1993-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",
1993-02,"Charlottetown, Prince Edward Island",Land only,"Index, 201612=100",
1993-02,Nova Scotia,Total (house and land),"Index, 201612=100",56.6
1993-02,Nova Scotia,House only,"Index, 201612=100",54.9
1993-02,Nova Scotia,Land only,"Index, 201612=100",61.7
1993-02,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",56.6
1993-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",54.9
1993-02,"Halifax, Nova Scotia",Land only,"Index, 201612=100",61.7
1993-02,New Brunswick,Total (house and land),"Index, 201612=100",83.3
1993-02,New Brunswick,House only,"Index, 201612=100",85.0
1993-02,New Brunswick,Land only,"Index, 201612=100",78.7
1993-02,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),"Index, 201612=100",83.3
1993-02,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.0
1993-02,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,"Index, 201612=100",78.7
1993-02,Quebec,Total (house and land),"Index, 201612=100",53.9
1993-02,Quebec,House only,"Index, 201612=100",54.4
1993-02,Quebec,Land only,"Index, 201612=100",52.9
1993-02,"Québec, Quebec",Total (house and land),"Index, 201612=100",56.0
1993-02,"Québec, Quebec",House only,"Index, 201612=100",61.4
1993-02,"Québec, Quebec",Land only,"Index, 201612=100",45.2
1993-02,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1993-02,"Sherbrooke, Quebec",House only,"Index, 201612=100",
1993-02,"Sherbrooke, Quebec",Land only,"Index, 201612=100",
1993-02,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1993-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
1993-02,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
1993-02,"Montréal, Quebec",Total (house and land),"Index, 201612=100",53.5
1993-02,"Montréal, Quebec",House only,"Index, 201612=100",53.1
1993-02,"Montréal, Quebec",Land only,"Index, 201612=100",55.3
1993-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),"Index, 201612=100",
1993-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
1993-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,"Index, 201612=100",
1993-02,Ontario,Total (house and land),"Index, 201612=100",53.6
1993-02,Ontario,House only,"Index, 201612=100",44.8
1993-02,Ontario,Land only,"Index, 201612=100",78.5
1993-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),"Index, 201612=100",55.0
1993-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",50.8
1993-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,"Index, 201612=100",78.7
1993-02,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1993-02,"Oshawa, Ontario",House only,"Index, 201612=100",
1993-02,"Oshawa, Ontario",Land only,"Index, 201612=100",
1993-02,"Toronto, Ontario",Total (house and land),"Index, 201612=100",50.6
1993-02,"Toronto, Ontario",House only,"Index, 201612=100",40.1
1993-02,"Toronto, Ontario",Land only,"Index, 201612=100",78.1
1993-02,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",55.0
1993-02,"Hamilton, Ontario",House only,"Index, 201612=100",46.6
1993-02,"Hamilton, Ontario",Land only,"Index, 201612=100",76.8
1993-02,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",56.1
1993-02,"St. Catharines-Niagara, Ontario",House only,"Index, 201612=100",50.9
1993-02,"St. Catharines-Niagara, Ontario",Land only,"Index, 201612=100",71.1
1993-02,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",62.0
1993-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",54.2
1993-02,"Kitchener-Cambridge-Waterloo, Ontario",Land only,"Index, 201612=100",86.0
1993-02,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1993-02,"Guelph, Ontario",House only,"Index, 201612=100",
1993-02,"Guelph, Ontario",Land only,"Index, 201612=100",
1993-02,"London, Ontario",Total (house and land),"Index, 201612=100",62.0
1993-02,"London, Ontario",House only,"Index, 201612=100",55.2
1993-02,"London, Ontario",Land only,"Index, 201612=100",92.9
1993-02,"Windsor, Ontario",Total (house and land),"Index, 201612=100",86.3
1993-02,"Windsor, Ontario",House only,"Index, 201612=100",88.2
1993-02,"Windsor, Ontario",Land only,"Index, 201612=100",82.3
1993-02,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",84.2
1993-02,"Greater Sudbury, Ontario",House only,"Index, 201612=100",85.2
1993-02,"Greater Sudbury, Ontario",Land only,"Index, 201612=100",79.6
1993-02,Prairie Region,Total (house and land),"Index, 201612=100",37.5
1993-02,Prairie Region,House only,"Index, 201612=100",37.7
1993-02,Prairie Region,Land only,"Index, 201612=100",37.8
1993-02,Manitoba,Total (house and land),"Index, 201612=100",39.6
1993-02,Manitoba,House only,"Index, 201612=100",42.2
1993-02,Manitoba,Land only,"Index, 201612=100",33.3
1993-02,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",39.6
1993-02,"Winnipeg, Manitoba",House only,"Index, 201612=100",42.2
1993-02,"Winnipeg, Manitoba",Land only,"Index, 201612=100",33.3
1993-02,Saskatchewan,Total (house and land),"Index, 201612=100",35.1
1993-02,Saskatchewan,House only,"Index, 201612=100",35.2
1993-02,Saskatchewan,Land only,"Index, 201612=100",34.9
1993-02,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",29.7
1993-02,"Regina, Saskatchewan",House only,"Index, 201612=100",29.4
1993-02,"Regina, Saskatchewan",Land only,"Index, 201612=100",30.9
1993-02,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",40.0
1993-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",41.1
1993-02,"Saskatoon, Saskatchewan",Land only,"Index, 201612=100",37.5
1993-02,Alberta,Total (house and land),"Index, 201612=100",37.6
1993-02,Alberta,House only,"Index, 201612=100",37.5
1993-02,Alberta,Land only,"Index, 201612=100",38.5
1993-02,"Calgary, Alberta",Total (house and land),"Index, 201612=100",32.8
1993-02,"Calgary, Alberta",House only,"Index, 201612=100",32.4
1993-02,"Calgary, Alberta",Land only,"Index, 201612=100",34.6
1993-02,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",46.2
1993-02,"Edmonton, Alberta",House only,"Index, 201612=100",47.0
1993-02,"Edmonton, Alberta",Land only,"Index, 201612=100",45.4
1993-02,British Columbia,Total (house and land),"Index, 201612=100",94.1
1993-02,British Columbia,House only,"Index, 201612=100",101.8
1993-02,British Columbia,Land only,"Index, 201612=100",85.9
1993-02,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1993-02,"Kelowna, British Columbia",House only,"Index, 201612=100",
1993-02,"Kelowna, British Columbia",Land only,"Index, 201612=100",
1993-02,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",91.8
1993-02,"Vancouver, British Columbia",House only,"Index, 201612=100",97.0
1993-02,"Vancouver, British Columbia",Land only,"Index, 201612=100",89.2
1993-02,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",118.5
1993-02,"Victoria, British Columbia",House only,"Index, 201612=100",162.4
1993-02,"Victoria, British Columbia",Land only,"Index, 201612=100",68.1
1993-03,Canada,Total (house and land),"Index, 201612=100",56.7
1993-03,Canada,House only,"Index, 201612=100",52.3
1993-03,Canada,Land only,"Index, 201612=100",67.0
1993-03,Atlantic Region,Total (house and land),"Index, 201612=100",60.5
1993-03,Atlantic Region,House only,"Index, 201612=100",61.7
1993-03,Atlantic Region,Land only,"Index, 201612=100",56.2
1993-03,Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.8
1993-03,Newfoundland and Labrador,House only,"Index, 201612=100",51.2
1993-03,Newfoundland and Labrador,Land only,"Index, 201612=100",45.9
1993-03,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",49.8
1993-03,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.2
1993-03,"St. John's, Newfoundland and Labrador",Land only,"Index, 201612=100",45.9
1993-03,Prince Edward Island,Total (house and land),"Index, 201612=100",
1993-03,Prince Edward Island,House only,"Index, 201612=100",
1993-03,Prince Edward Island,Land only,"Index, 201612=100",
1993-03,"Charlottetown, Prince Edward Island",Total (house and land),"Index, 201612=100",
1993-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",
1993-03,"Charlottetown, Prince Edward Island",Land only,"Index, 201612=100",
1993-03,Nova Scotia,Total (house and land),"Index, 201612=100",57.9
1993-03,Nova Scotia,House only,"Index, 201612=100",56.2
1993-03,Nova Scotia,Land only,"Index, 201612=100",62.9
1993-03,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",57.9
1993-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",56.2
1993-03,"Halifax, Nova Scotia",Land only,"Index, 201612=100",62.9
1993-03,New Brunswick,Total (house and land),"Index, 201612=100",83.6
1993-03,New Brunswick,House only,"Index, 201612=100",85.3
1993-03,New Brunswick,Land only,"Index, 201612=100",78.7
1993-03,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),"Index, 201612=100",83.6
1993-03,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.3
1993-03,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,"Index, 201612=100",78.7
1993-03,Quebec,Total (house and land),"Index, 201612=100",53.9
1993-03,Quebec,House only,"Index, 201612=100",54.5
1993-03,Quebec,Land only,"Index, 201612=100",52.9
1993-03,"Québec, Quebec",Total (house and land),"Index, 201612=100",56.1
1993-03,"Québec, Quebec",House only,"Index, 201612=100",61.5
1993-03,"Québec, Quebec",Land only,"Index, 201612=100",45.3
1993-03,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1993-03,"Sherbrooke, Quebec",House only,"Index, 201612=100",
1993-03,"Sherbrooke, Quebec",Land only,"Index, 201612=100",
1993-03,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1993-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
1993-03,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
1993-03,"Montréal, Quebec",Total (house and land),"Index, 201612=100",53.5
1993-03,"Montréal, Quebec",House only,"Index, 201612=100",53.2
1993-03,"Montréal, Quebec",Land only,"Index, 201612=100",55.3
